Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000146463,ZMYM4,66,0.83248,11,-1.9155,8,-2.3869,28,-0.5402,93,1.47150,49,0.33282,42,0.08761,17,-1.2635,44,0.16872
ENSG00000142687,KIAA0319L,4,-3.0182,31,-0.0709,57,0.97681,33,0.06024,60,1.06911,25,-0.3922,21,-0.6845,31,-0.0589,26,-0.3085
ENSG00000020129,NCDN,42,-2.5345,120,-0.9521,425,1.12268,565,1.66763,637,1.91482,53,-2.1843,46,-2.3717,50,-2.2494,47,-2.3645
ENSG00000126067,PSMB2,378,2.19501,46,-1.4087,89,-0.4095,132,0.22626,184,0.78253,29,-2.0899,29,-2.1165,94,-0.3210,55,-1.1601
ENSG00000142686,C1orf216,3,-3.9784,19,-1.2204,62,0.60774,163,2.52480,65,0.67130,19,-1.2361,12,-1.9295,4,-3.3331,40,-0.1319
ENSG00000092847,AGO1,3,-3.4317,23,-0.4173,27,-0.1415,35,0.28258,77,1.69061,9,-1.8183,28,-0.0943,51,0.91009,14,-1.1751
ENSG00000054116,TRAPPC3,24,-1.0282,28,-0.8146,63,0.48339,35,-0.4877,152,2.15209,24,-1.0208,45,-0.0652,40,-0.2575,12,-2.0794
ENSG00000116871,MAP7D1,3,-5.5714,69,-1.1373,156,0.13823,141,-0.0298,214,0.66512,80,-0.9169,183,0.40151,374,1.70159,71,-1.0941
ENSG00000054118,THRAP3,129,1.19701,34,-1.0052,83,0.42277,64,0.00066,79,0.33524,11,-2.5854,77,0.28977,75,0.24514,26,-1.3823
ENSG00000181817,LSM10,3,-3.3485,21,-0.4168,34,0.32414,33,0.25999,68,1.55058,32,0.24305,39,0.54966,19,-0.5928,2,-3.8409
ENSG00000116898,MRPS15,92,0.86982,32,-0.8550,45,-0.3160,57,0.05856,68,0.36783,52,-0.0743,77,0.55986,44,-0.3458,26,-1.1646
ENSG00000163873,GRIK3,3,-3.6030,11,-1.7219,2,-3.6672,162,3.21806,113,2.26366,0,-7.4879,0,-6.6689,3,-3.5219,5,-2.7646
ENSG00000163875,MEAF6,17,-2.1635,40,-0.9091,94,0.45947,123,0.92823,183,1.67578,51,-0.5317,27,-1.4586,35,-1.0749,68,-0.0590
ENSG00000197982,C1orf122,318,0.27831,135,-1.0726,218,-0.3305,194,-0.5132,126,-1.1815,390,0.62241,214,-0.3620,490,1.02385,330,0.33774
ENSG00000183431,SF3A3,74,1.45250,17,-0.9634,33,0.06405,36,0.16560,63,1.13403,0,-7.4424,10,-1.8058,46,0.60456,10,-1.7390
ENSG00000116954,RRAGC,303,2.78332,19,-2.0563,40,-0.9448,41,-0.8814,70,-0.0492,40,-0.9264,31,-1.2871,61,-0.2776,47,-0.6860
ENSG00000174574,AKIRIN1,3,-4.2472,24,-1.2476,56,0.04041,71,0.44375,48,-0.2138,60,0.17001,95,0.93789,88,0.79917,45,-0.3065
ENSG00000168653,NDUFS5,232,-0.4518,166,-0.9740,394,0.40415,314,0.02633,326,0.08996,352,0.21577,297,-0.0600,318,0.04958,377,0.32974
ENSG00000127603,MACF1,516,1.61345,97,-1.1864,236,0.21455,125,-0.7941,128,-0.7546,288,0.55061,141,-0.6034,136,-0.6659,195,-0.0978
ENSG00000090621,PABPC4,139,1.24182,36,-0.9605,35,-1.0176,87,0.43181,75,0.17675,53,-0.3693,75,0.17874,53,-0.3714,51,-0.4291
ENSG00000116983,HPCAL4,117,-0.5988,137,-0.3589,369,1.32758,567,2.21099,213,0.35925,42,-2.1333,26,-2.8510,22,-3.0663,49,-1.9221
ENSG00000084072,PPIE,178,2.22982,21,-1.4470,53,-0.0003,29,-0.9197,47,-0.1911,11,-2.3861,47,-0.1879,59,0.15610,33,-0.7252
ENSG00000168389,MFSD2A,3,-3.3803,24,-0.2861,30,0.10771,0,-7.9624,62,1.33516,54,1.08017,32,0.20476,10,-1.5140,41,0.60012
ENSG00000131236,CAP1,3,-5.3423,49,-1.2570,80,-0.5173,143,0.41791,128,0.23042,151,0.50420,195,0.95277,160,0.60637,90,-0.3268
ENSG00000131238,PPT1,28,-1.7511,60,-0.6275,119,0.47630,64,-0.5279,178,1.18201,157,0.95233,38,-1.3358,76,-0.2647,84,-0.1024
ENSG00000084073,ZMPSTE24,45,0.24511,9,-2.1349,32,-0.2923,50,0.43829,35,-0.1442,57,0.66310,32,-0.2999,54,0.55912,31,-0.3153
ENSG00000049089,COL9A2,79,0.82752,20,-1.3171,21,-1.3044,13,-1.9544,5,-3.2873,28,-0.8357,29,-0.8076,184,2.55446,53,0.16748
ENSG00000084070,SMAP2,9,-2.6045,33,-0.7351,86,0.84403,111,1.29459,94,0.99102,22,-1.3057,53,0.02196,38,-0.4875,23,-1.2340
ENSG00000117016,RIMS3,3,-3.8334,37,-0.0805,80,1.22369,63,0.79905,133,2.27070,7,-2.4758,14,-1.5937,3,-3.7828,12,-1.8285
ENSG00000066136,NFYC,3,-3.5699,19,-0.8310,40,0.32919,52,0.78398,118,2.41452,26,-0.3186,0,-5.8869,24,-0.4695,10,-1.7775
ENSG00000198815,FOXJ3,3,-3.9059,17,-1.3351,83,1.20848,81,1.15579,50,0.30855,16,-1.3928,67,0.80926,16,-1.4680,37,-0.1674
ENSG00000127125,PPCS,3,-3.7377,17,-1.1546,44,0.28884,33,-0.1377,39,0.12107,71,1.13265,35,-0.0595,21,-0.8398,65,0.96255
ENSG00000065978,YBX1,196,0.37695,58,-1.5283,103,-0.6519,40,-2.0642,55,-1.6070,144,-0.1316,491,2.10235,223,0.59709,92,-0.8234
ENSG00000117394,SLC2A1,3,-5.4833,97,-0.3723,77,-0.7228,29,-2.1811,103,-0.2816,195,0.77917,448,2.44490,83,-0.6131,68,-0.9310
ENSG00000117395,EBNA1BP2,3,-3.6113,18,-0.9365,54,0.81455,12,-1.5242,75,1.38764,23,-0.5829,52,0.73190,48,0.60333,15,-1.1967
ENSG00000179178,TMEM125,3,-3.8508,9,-2.1711,5,-2.9060,11,-1.8730,27,-0.5963,18,-1.2401,45,0.21140,179,2.99297,58,0.64148
ENSG00000066322,ELOVL1,8,-3.7921,24,-2.2499,31,-1.8811,12,-3.2368,39,-1.5286,48,-1.2206,144,0.51615,531,3.32585,113,0.11496
ENSG00000178922,HYI,190,2.21870,26,-1.2258,28,-1.0902,10,-2.5487,71,0.36070,39,-0.6209,72,0.36709,45,-0.3908,34,-0.8295
ENSG00000142949,PTPRF,464,2.23336,91,-0.6606,235,0.88699,52,-1.5289,76,-0.9392,139,-0.0010,66,-1.1652,63,-1.2387,65,-1.1908
ENSG00000126091,ST3GAL3,3,-3.5658,26,-0.3183,32,-0.0106,32,-0.0275,59,1.00541,60,1.04388,47,0.61211,10,-1.7839,22,-0.5659
ENSG00000117408,IPO13,12,-3.0349,45,-1.1503,96,0.01880,67,-0.5580,88,-0.1230,115,0.31185,73,-0.4144,278,1.94251,80,-0.2784
ENSG00000117410,ATP6V0B,202,-0.4597,192,-0.5399,539,1.19514,470,0.94317,398,0.65192,142,-1.0065,130,-1.1420,297,0.16315,53,-2.4675
ENSG00000117411,B4GALT2,21,-1.3934,49,-0.1295,95,0.99946,66,0.37840,102,1.11415,33,-0.7118,17,-1.6944,59,0.17067,32,-0.7786
ENSG00000178028,DMAP1,115,1.12811,18,-1.8456,53,-0.1709,78,0.45087,142,1.52891,20,-1.6421,42,-0.5238,29,-1.0892,35,-0.8027
ENSG00000117419,ERI3,236,0.62224,100,-0.7583,184,0.20635,340,1.27600,164,0.01294,157,-0.0499,107,-0.6668,92,-0.8854,81,-1.0940
ENSG00000187147,RNF220,195,0.89290,52,-1.2219,102,-0.1892,175,0.70597,64,-0.9141,70,-0.7841,84,-0.4987,210,1.02492,81,-0.5502
ENSG00000142937,RPS8,1189,0.01227,528,-1.2565,585,-1.0984,426,-1.5794,385,-1.7303,909,-0.4168,2859,1.55914,1611,0.51657,2126,1.00194
ENSG00000126088,UROD,107,0.98072,25,-1.3246,59,-0.0253,44,-0.5023,33,-0.9069,114,1.09301,51,-0.2700,58,-0.0532,48,-0.3438
ENSG00000117450,PRDX1,1045,1.54178,182,-1.3513,392,-0.1656,278,-0.7090,274,-0.7279,560,0.41662,361,-0.2998,511,0.26379,310,-0.5369
ENSG00000117448,AKR1A1,3,-3.7802,26,-0.5643,4,-3.2743,39,0.07453,28,-0.4795,47,0.36001,61,0.79955,77,1.21783,54,0.60224
ENSG00000132780,NASP,3,-3.7194,23,-0.6897,17,-1.1244,22,-0.7659,22,-0.7845,48,0.45869,75,1.24996,81,1.40628,34,-0.1117
ENSG00000159592,GPBP1L1,45,0.21056,24,-0.8020,21,-0.9566,40,0.03103,39,-0.0332,26,-0.6415,59,0.65900,53,0.48160,49,0.33867
ENSG00000085998,POMGNT1,3,-4.7112,47,-0.6744,77,0.11123,122,0.87923,78,0.12588,77,0.11606,29,-1.4271,177,1.57539,40,-0.9304
ENSG00000132128,LRRC41,179,1.61771,36,-1.0602,88,0.33761,84,0.26460,44,-0.7509,39,-0.9628,75,0.07003,53,-0.4701,46,-0.7085
ENSG00000173660,UQCRH,33,-3.2135,185,-0.6524,299,0.11122,250,-0.1818,586,1.27805,315,0.19567,338,0.31185,174,-0.7505,336,0.30147
ENSG00000117480,FAAH,14,-1.5743,15,-1.5381,54,0.47509,76,1.06981,38,-0.1227,2,-4.4383,22,-0.9520,128,2.09126,16,-1.3866
ENSG00000079277,MKNK1,3,-3.3177,20,-0.4595,71,1.68043,25,-0.1379,69,1.62729,14,-1.0098,27,0.01609,15,-0.8948,0,-4.9662
ENSG00000123472,ATPAF1,75,-0.5340,76,-0.5238,154,0.62533,53,-1.0867,138,0.43740,222,1.27871,52,-1.1057,81,-0.4149,100,-0.0879
ENSG00000159658,EFCAB14,5,-4.3577,52,-1.1411,77,-0.5617,46,-1.3232,159,0.62227,102,-0.1068,217,1.17945,174,0.78397,149,0.51470
ENSG00000162368,CMPK1,3,-5.0278,52,-0.8358,141,0.76801,67,-0.4626,148,0.85507,84,-0.1000,89,0.00165,109,0.32890,110,0.33611
ENSG00000162374,ELAVL4,141,0.54341,93,-0.1523,115,0.19734,322,2.10386,209,1.23883,14,-3.0165,7,-3.9956,12,-3.2203,5,-4.3988
ENSG00000185104,FAF1,3,-3.3098,16,-0.8174,45,0.85925,22,-0.3101,7,-2.0234,22,-0.3351,56,1.24523,54,1.17616,18,-0.6024
ENSG00000123091,RNF11,96,-1.5906,174,-0.6923,340,0.38757,591,1.36910,632,1.49863,151,-0.9043,111,-1.3771,151,-0.9079,173,-0.6938
ENSG00000085832,EPS15,41,-1.5974,57,-1.1023,98,-0.2753,137,0.27580,209,0.99899,142,0.32967,90,-0.4010,187,0.80621,82,-0.5480
ENSG00000078618,NRDC,9,-2.5734,43,-0.2671,111,1.34788,78,0.70246,36,-0.5305,18,-1.5680,98,1.11665,50,-0.0216,14,-1.9213
ENSG00000169213,RAB3B,3,-5.4561,136,0.19678,126,0.07866,193,0.79142,547,3.02599,19,-2.7547,34,-1.9183,7,-4.1210,16,-2.9857
ENSG00000117862,TXNDC12,161,2.45921,11,-2.0772,45,0.05613,21,-1.0905,23,-0.9603,48,0.16611,46,0.08560,36,-0.3059,0,-6.8280
ENSG00000134717,BTF3L4,3,-4.2812,22,-1.3528,131,1.58070,59,0.18226,61,0.23087,51,-0.0658,35,-0.6407,69,0.43176,47,-0.2106
ENSG00000157077,ZFYVE9,3,-3.0373,19,-0.2722,34,0.67413,40,0.99001,42,1.06286,0,-5.9464,33,0.66290,14,-0.6971,16,-0.5206
ENSG00000134748,PRPF38A,3,-2.9555,22,0.09681,9,-1.2556,12,-0.8475,32,0.68047,41,1.10074,13,-0.7581,35,0.85353,23,0.12760
ENSG00000162378,ZYG11B,168,0.14743,105,-0.5985,257,0.86754,351,1.44454,357,1.48052,12,-3.8178,48,-1.7881,54,-1.6003,28,-2.5677
ENSG00000116171,SCP2,274,1.31674,51,-1.4350,180,0.56484,94,-0.4976,47,-1.5372,107,-0.2852,139,0.12807,140,0.14435,121,-0.0900
ENSG00000162384,CZIB,3,-3.8043,33,-0.2261,54,0.57030,8,-2.2991,52,0.49855,59,0.71796,32,-0.2817,81,1.28096,23,-0.8132
ENSG00000157193,LRP8,81,0.93229,26,-0.8930,37,-0.3415,138,1.97535,104,1.39352,13,-1.8861,7,-2.7902,7,-2.7009,3,-3.8729
ENSG00000081870,HSPB11,21,-0.5289,10,-1.5773,44,0.66559,24,-0.3238,29,-0.0134,45,0.72608,23,-0.3681,34,0.24431,33,0.19262
ENSG00000116209,TMEM59,211,-0.0118,77,-1.5787,155,-0.5080,124,-0.8476,268,0.37737,263,0.34909,296,0.54964,419,1.16342,102,-1.1496
ENSG00000116221,MRPL37,3,-3.2169,26,0.04616,43,0.88254,11,-1.2879,34,0.47792,17,-0.6625,48,1.08963,22,-0.2499,25,-0.0203
ENSG00000157216,SSBP3,32,-1.9477,79,-0.5874,110,-0.0625,406,2.36947,166,0.61218,22,-2.5138,87,-0.4402,56,-1.1217,74,-0.6890
ENSG00000116133,DHCR24,3,-5.8181,74,-1.1453,203,0.45133,202,0.44230,307,1.17934,24,-2.8354,101,-0.6740,370,1.53365,107,-0.5850
ENSG00000162402,USP24,13,-1.2477,15,-1.0654,51,0.89484,24,-0.3159,73,1.54497,38,0.39968,12,-1.3946,28,-0.1083,15,-1.0842
ENSG00000162407,PLPP3,775,1.75383,79,-1.9903,314,0.12759,28,-3.5123,59,-2.4135,1099,2.53894,62,-2.3587,124,-1.3159,69,-2.1899
ENSG00000177606,JUN,455,1.69519,56,-1.7435,126,-0.5275,26,-2.8718,56,-1.7481,128,-0.4970,624,2.38489,50,-1.9125,55,-1.7887
ENSG00000162599,NFIA,261,1.05689,87,-0.7607,78,-0.9136,170,0.31554,62,-1.2738,172,0.32941,125,-0.1864,131,-0.1131,178,0.38819
ENSG00000162604,TM2D1,69,0.44252,19,-1.5332,58,0.14944,51,-0.0496,30,-0.8524,86,0.81348,53,0.00931,73,0.54177,35,-0.6600
ENSG00000162607,USP1,3,-2.9309,14,-0.6023,15,-0.5132,39,1.04413,16,-0.3589,0,-6.6824,51,1.56494,42,1.21262,7,-1.6738
ENSG00000116641,DOCK7,241,3.05422,16,-1.7906,78,0.66335,8,-2.7499,18,-1.6072,81,0.72634,1,-5.7091,9,-2.5966,18,-1.6295
ENSG00000125703,ATG4C,3,-3.2366,8,-1.7876,24,-0.1037,9,-1.6216,0,-6.1921,42,0.83084,20,-0.3625,105,2.69111,21,-0.3406
ENSG00000079739,PGM1,3,-3.5291,15,-1.1513,27,-0.2186,0,-6.1224,58,1.02681,127,2.67605,22,-0.5510,12,-1.4676,19,-0.7705
ENSG00000162434,JAK1,56,-0.1409,30,-1.0932,51,-0.2983,14,-2.2341,117,1.10283,109,0.97390,113,1.03864,37,-0.7833,24,-1.4455
ENSG00000162433,AK4,3,-4.3486,32,-0.9039,116,1.23999,74,0.45854,48,-0.2429,171,2.01727,23,-1.3967,16,-1.8894,24,-1.3335
ENSG00000116675,DNAJC6,21,-3.7431,138,-0.9772,327,0.39725,592,1.45506,550,1.31585,91,-1.6014,74,-1.9232,331,0.41704,191,-0.4728
ENSG00000213625,LEPROT,90,0.88976,21,-1.4396,31,-0.8445,23,-1.2666,24,-1.2319,109,1.23703,107,1.21057,38,-0.5203,34,-0.7148
ENSG00000184588,PDE4B,275,1.90411,49,-1.0448,66,-0.5872,93,-0.0457,66,-0.5757,56,-0.8411,46,-1.1371,146,0.70747,63,-0.6576
ENSG00000118473,SGIP1,42,-0.3113,32,-0.7398,77,0.69753,121,1.52274,82,0.80054,11,-2.2828,44,-0.2196,31,-0.7882,17,-1.6711
ENSG00000198160,MIER1,3,-3.2508,17,-0.6645,4,-2.5558,32,0.31676,51,1.15445,9,-1.6257,68,1.69576,28,0.15108,21,-0.3082
ENSG00000142864,SERBP1,3,-5.3587,51,-1.2874,103,-0.2031,92,-0.3772,117,-0.0031,179,0.71111,217,1.05387,166,0.58480,124,0.09552
ENSG00000172380,GNG12,62,0.80121,10,-2.0645,26,-0.6201,20,-1.0399,54,0.56650,50,0.43271,66,0.89612,25,-0.6883,34,-0.1969
ENSG00000116729,WLS,1011,3.29538,38,-2.5565,103,-1.0614,5,-5.2829,198,-0.0415,270,0.46436,117,-0.8734,32,-2.7956,57,-1.9410
ENSG00000033122,LRRC7,3,-3.7569,24,-0.6627,56,0.69800,144,2.58696,63,0.90037,13,-1.5401,0,-6.8024,29,-0.3713,0,-7.8993
ENSG00000116754,SRSF11,35,-1.6976,84,-0.3612,91,-0.2374,135,0.39807,115,0.14450,79,-0.4536,141,0.47843,163,0.72986,106,0.01077
ENSG00000132485,ZRANB2,290,1.54477,35,-1.9083,154,0.40212,154,0.40931,143,0.27941,40,-1.6830,119,-0.0229,70,-0.8545,79,-0.6668
ENSG00000172260,NEGR1,8,-2.9516,38,-0.7525,51,-0.2957,213,2.32437,144,1.49145,16,-1.9924,31,-1.0753,12,-2.4175,37,-0.7718
ENSG00000117054,ACADM,158,1.89403,27,-1.1168,51,-0.1125,33,-0.8093,72,0.43117,69,0.38212,21,-1.5041,33,-0.7973,32,-0.8596
ENSG00000137955,RABGGTB,3,-3.7175,15,-1.3564,56,0.73886,19,-1.0114,48,0.47538,40,0.16416,40,0.17029,63,0.95724,40,0.17308
ENSG00000142892,PIGK,64,0.59692,10,-2.3065,8,-2.4917,49,0.13523,111,1.59221,20,-1.2320,49,0.13699,73,0.81339,19,-1.2876
ENSG00000154027,AK5,127,-0.8862,64,-1.9160,255,0.21661,779,2.33837,377,0.88536,22,-3.4757,81,-1.5597,185,-0.3018,118,-0.9951
ENSG00000036549,AC118549.1,76,1.11428,6,-2.7628,35,-0.2145,73,1.01948,24,-0.7876,12,-1.8114,40,0.01096,43,0.13329,48,0.32241
ENSG00000077254,USP33,6,-3.6220,37,-1.0836,138,1.03606,127,0.88312,149,1.17084,32,-1.3361,87,0.23698,58,-0.4039,41,-0.9352
ENSG00000180488,MIGA1,39,-0.3013,25,-1.0085,22,-1.1758,59,0.35809,60,0.37257,51,0.10245,53,0.19253,100,1.27137,19,-1.4247
ENSG00000162613,FUBP1,3,-3.8032,23,-0.7887,65,0.90329,48,0.36854,32,-0.2883,60,0.74999,75,1.14368,36,-0.0922,2,-4.0919
ENSG00000162616,DNAJB4,14,-1.4297,22,-0.7540,55,0.73590,30,-0.2482,63,0.99564,37,0.08937,48,0.53230,46,0.45863,0,-5.6235
ENSG00000137941,TTLL7,8,-3.8653,60,-1.0286,84,-0.5165,155,0.46926,87,-0.4765,28,-2.1777,90,-0.4220,421,2.41063,118,0.01240
ENSG00000142875,PRKACB,91,-1.4641,112,-1.1532,330,0.57461,292,0.36757,456,1.14576,97,-1.3650,108,-1.2008,405,0.93062,212,-0.1586
ENSG00000174021,GNG5,3,-4.6733,35,-1.0716,72,0.05604,11,-2.7918,65,-0.1209,153,1.36234,190,1.78151,66,-0.0943,34,-1.1152
ENSG00000117155,SSX2IP,3,-4.2534,37,-0.5475,112,1.31520,131,1.61403,111,1.29339,18,-1.5881,42,-0.3269,9,-2.6270,7,-2.9592
ENSG00000162642,C1orf52,17,-1.6002,22,-1.2168,75,0.70061,99,1.17902,84,0.89193,25,-1.0419,51,0.05961,43,-0.2298,28,-0.8989
ENSG00000153904,DDAH1,1203,2.32714,128,-1.5406,312,-0.1668,330,-0.0766,183,-1.0048,674,1.14197,76,-2.3198,83,-2.1863,128,-1.5417
ENSG00000117174,ZNHIT6,5,-2.4565,16,-0.7995,19,-0.5385,19,-0.5464,51,1.08568,28,0.09319,52,1.10992,52,1.10700,0,-7.4288
ENSG00000097033,SH3GLB1,54,0.15008,28,-0.8691,34,-0.6056,34,-0.5878,26,-0.9992,58,0.26091,84,0.88385,74,0.65537,54,0.13107
ENSG00000183291,SELENOF,62,-0.7354,44,-1.2333,116,0.27738,95,-0.0576,58,-0.8380,161,0.82707,125,0.39878,175,0.97520,49,-1.0950
ENSG00000153936,HS2ST1,3,-3.7198,28,-0.3799,78,1.33435,66,1.01199,25,-0.5654,77,1.31362,23,-0.7240,5,-2.7994,19,-0.9944
ENSG00000143013,LMO4,261,-0.0499,381,0.57631,585,1.34514,700,1.69511,174,-0.6941,45,-2.7234,122,-1.2293,76,-1.9335,81,-1.8546
ENSG00000065243,PKN2,5,-2.3479,18,-0.5210,33,0.49090,33,0.48970,11,-1.2480,33,0.49360,33,0.45033,28,0.22012,28,0.18668
ENSG00000197147,LRRC8B,3,-4.4585,26,-1.2631,107,0.96843,101,0.88020,191,2.11353,1,-5.9107,29,-1.1083,60,0.00445,22,-1.5136
ENSG00000171492,LRRC8D,53,0.23567,15,-1.6612,40,-0.2312,48,0.07201,60,0.42136,0,-7.9556,2,-4.4762,192,2.76096,5,-3.2296
ENSG00000162664,ZNF326,3,-3.5026,18,-0.8251,44,0.57774,23,-0.4416,23,-0.4761,24,-0.4155,22,-0.5526,62,1.19708,59,1.10807
ENSG00000122482,ZNF644,3,-3.0782,20,-0.2148,35,0.66863,15,-0.6699,3,-3.0544,3,-2.8461,43,1.07091,61,1.72301,24,0.09209
ENSG00000189195,BTBD8,3,-4.2757,49,-0.1347,145,1.79727,68,0.42046,182,2.29679,1,-5.0716,0,-6.3632,13,-2.0963,14,-1.9630
ENSG00000067208,EVI5,3,-3.2701,26,0.00145,25,-0.0491,16,-0.7438,7,-2.0306,3,-3.0841,49,1.05234,61,1.45553,46,0.93945
ENSG00000122406,RPL5,498,-0.0740,221,-1.3339,320,-0.7712,272,-1.0217,269,-1.0357,472,-0.1581,1213,1.48037,695,0.47655,729,0.55800
ENSG00000154511,DIPK1A,122,2.09644,15,-1.4591,27,-0.5707,37,-0.0584,19,-1.0963,9,-2.1522,13,-1.6511,66,0.89952,39,0.03342
ENSG00000117500,TMED5,378,3.53633,18,-2.0997,28,-1.4098,13,-2.5160,0,-6.9556,58,-0.3144,30,-1.3191,73,0.06310,37,-1.0239
ENSG00000117505,DR1,149,1.73012,20,-1.5855,31,-0.9261,84,0.66816,82,0.62197,22,-1.4149,31,-0.9315,54,-0.0762,33,-0.8269
ENSG00000117528,ABCD3,199,2.10200,25,-1.4366,73,0.24297,69,0.14679,17,-2.0274,41,-0.6854,15,-2.1470,96,0.69824,33,-1.0145
ENSG00000117525,F3,426,2.64862,22,-2.3987,106,-0.0126,12,-3.2652,5,-4.5344,341,2.12198,13,-3.1451,21,-2.4954,20,-2.5434
ENSG00000117519,CNN3,1275,2.80659,97,-1.7492,250,-0.3066,62,-2.4267,88,-1.9078,557,1.03395,143,-1.1732,159,-1.0138,99,-1.7319
ENSG00000152078,TLCD4,3,-3.3017,13,-1.0801,65,1.53365,28,0.08364,30,0.18099,55,1.21022,0,-6.3111,26,-0.0524,22,-0.3140
ENSG00000228971,LINC02607,3,-3.7296,31,-0.2703,39,0.13895,215,3.91296,26,-0.5174,3,-3.5392,0,-6.7937,4,-3.3313,6,-2.7451
ENSG00000117569,PTBP2,3,-4.2469,28,-0.9422,134,1.66823,45,-0.2437,32,-0.7552,13,-2.0923,64,0.34251,99,1.09084,50,-0.0450
ENSG00000117600,PLPPR4,3,-4.9698,44,-1.0493,155,1.00798,287,2.23073,170,1.17472,37,-1.2989,51,-0.8005,8,-3.5557,17,-2.4407
ENSG00000162688,AGL,3,-3.5098,22,-0.5453,53,0.89814,24,-0.4216,59,1.07772,58,1.06034,11,-1.5160,24,-0.3971,26,-0.3055
ENSG00000156875,MFSD14A,3,-3.9134,28,-0.6261,36,-0.2190,80,1.13214,96,1.47587,28,-0.5767,3,-3.8192,83,1.20471,13,-1.6998
ENSG00000137992,DBT,3,-3.3325,17,-0.7309,51,1.05766,57,1.24638,31,0.18134,8,-1.9271,32,0.22249,36,0.42621,13,-1.0904
ENSG00000137996,RTCA,3,-3.2834,16,-0.8197,39,0.64871,41,0.69926,80,1.98617,7,-1.9319,0,-6.3526,26,-0.0614,28,0.08671
ENSG00000170989,S1PR1,3,-4.7116,33,-1.2009,98,0.52436,11,-2.7648,53,-0.4626,275,2.55855,156,1.34131,9,-3.0321,6,-3.5747
ENSG00000134186,PRPF38B,3,-3.7529,29,-0.3863,32,-0.2035,37,0.01432,17,-1.2120,20,-0.9214,110,1.97787,47,0.40771,36,-0.0425
ENSG00000116266,STXBP3,4,-3.7674,16,-1.7587,53,0.07938,78,0.72617,21,-1.3563,76,0.68276,64,0.37689,113,1.38856,30,-0.7909
ENSG00000121957,GPSM2,3,-3.2217,21,-0.2855,27,0.12313,0,-7.7101,0,-5.5122,44,0.91446,7,-1.9155,90,2.33570,37,0.61816
ENSG00000085433,WDR47,21,-1.8871,36,-1.1176,144,1.13459,206,1.83486,146,1.17002,14,-2.4642,34,-1.1897,26,-1.6266,37,-1.0597
ENSG00000197780,TAF13,43,-0.9154,35,-1.2246,20,-2.0532,56,-0.5353,44,-0.8926,127,0.82433,92,0.26315,112,0.60673,172,1.36673
ENSG00000215717,TMEM167B,100,0.93445,25,-1.2746,76,0.46174,116,1.20761,73,0.39747,15,-2.0325,46,-0.3673,60,0.05831,6,-3.2893
ENSG00000031698,SARS,66,-0.5686,69,-0.4930,84,-0.1820,143,0.68815,141,0.66322,48,-1.0566,136,0.60455,104,0.14763,60,-0.7196
ENSG00000143126,CELSR2,98,-0.0087,42,-1.3138,158,0.79719,188,1.10193,102,0.06386,55,-0.9118,30,-1.8102,157,0.78026,55,-0.9043
ENSG00000134222,PSRC1,3,-3.6027,15,-1.2575,18,-0.9237,63,1.09352,38,0.20909,0,-5.8859,41,0.35974,92,1.81679,28,-0.2449
ENSG00000134243,SORT1,36,-2.9011,118,-1.1393,334,0.51297,326,0.47400,202,-0.3115,143,-0.8514,186,-0.4395,675,1.81963,184,-0.4527
ENSG00000143106,PSMA5,13,-1.4444,22,-0.5900,39,0.28750,22,-0.6001,37,0.21495,27,-0.2944,36,0.17288,61,1.07858,35,0.11599
ENSG00000181754,AMIGO1,138,2.10015,27,-0.7377,51,0.24904,78,0.97999,69,0.76421,6,-2.8369,8,-2.5981,3,-3.9555,13,-1.8431
ENSG00000065135,GNAI3,3,-3.3778,9,-1.6742,25,-0.1838,23,-0.3280,61,1.32161,62,1.33813,15,-0.9752,40,0.57728,17,-0.8328
ENSG00000116337,AMPD2,69,0.03649,30,-1.2865,66,-0.0581,130,1.09865,175,1.66847,35,-1.0273,63,-0.1115,17,-2.0821,27,-1.4161
ENSG00000134201,GSTM5,362,3.07064,31,-1.4088,77,-0.0152,13,-2.6941,19,-2.1480,135,0.92709,17,-2.2817,6,-3.6783,42,-0.9803
ENSG00000134202,GSTM3,152,0.96698,56,-0.6844,128,0.65994,77,-0.1774,47,-0.9397,194,1.42120,64,-0.4699,34,-1.4238,21,-2.1318
ENSG00000168710,AHCYL1,910,1.89789,107,-1.6878,332,0.06862,122,-1.4882,68,-2.3453,847,1.74874,151,-1.1673,146,-1.2188,179,-0.8996
ENSG00000143093,STRIP1,3,-3.4624,24,-0.3296,49,0.82752,52,0.90704,78,1.68542,10,-1.6720,18,-0.7721,15,-1.0420,21,-0.5846
ENSG00000197106,SLC6A17,12,-3.5737,162,0.26509,232,0.88421,297,1.33393,437,2.12166,42,-1.8145,18,-3.0431,8,-4.1101,28,-2.3978
ENSG00000116396,KCNC4,3,-3.8342,29,-0.4600,59,0.69569,41,0.08446,165,2.79876,18,-1.2246,26,-0.6244,9,-2.1923,1,-4.6266
